CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,salary
6.5,0,3,0,81,4.8,1,1,90,68,0,
7.3,1,1,1,69,4.2,0,0,55,65,0,
7.7,2,3,0,78,4.1,1,1,70,81,0,
7.9,1,2,2,75,4.6,1,1,71,85,0,
7.9,2,3,1,82,4.2,1,1,83,69,0,
7.5,1,1,0,71,3.7,0,1,55,61,0,
7.5,1,3,0,86,4.2,1,1,81,71,0,
8.2,1,1,2,83,4.4,1,1,64,80,1,
8,0,3,3,90,4.3,1,1,75,87,1,
7.5,1,3,1,89,4.2,0,1,72,71,0,
7.8,1,1,0,69,4.7,0,0,57,64,0,
8.1,0,2,0,80,4.5,0,1,69,83,0,
8.2,1,1,0,70,4.2,0,0,55,62,0,
8.1,1,3,0,88,4.3,0,0,72,85,0,
8.1,1,3,2,90,4.5,1,1,77,81,1,
6.7,1,2,1,68,4.6,0,1,72,68,0,
7.7,2,1,0,75,4.4,1,0,81,82,0,
7.6,0,1,1,73,4.4,0,1,70,67,0,
8.6,2,3,2,87,4.8,1,1,77,82,1,
7.5,1,2,0,77,4.3,0,0,55,74,0,
8.4,2,2,2,73,4.8,1,0,78,82,1,
8.1,2,3,2,84,4.6,1,1,78,84,1,
6.5,1,2,0,78,4.6,0,1,62,57,0,
8.9,2,3,2,90,4.8,1,1,79,87,1,
7.5,2,2,0,73,4.4,1,1,86,74,1,
8.7,2,3,2,90,4.8,1,1,75,88,1,
7.4,2,3,2,84,4.8,1,1,82,80,0,
7.8,1,1,1,66,3.4,0,0,55,69,1,
8.3,1,3,1,84,4.6,1,1,75,82,0,
8.3,1,2,2,85,4.6,1,1,72,88,1,
7.6,2,3,2,90,4.5,1,1,75,82,1,
6.5,1,1,1,74,4,0,0,56,73,0,
7.4,1,3,1,75,4.5,1,1,83,67,1,
7.9,1,3,0,90,4.6,1,1,81,79,1,
8.4,1,1,0,73,4.2,0,1,55,69,0,
7.7,2,2,1,74,4.1,0,1,55,63,0,
8.2,1,3,1,88,4.8,1,1,71,82,0,
7.6,0,2,0,81,4,0,0,60,60,0,
6.8,1,1,0,67,4.1,0,0,57,61,0,
8.2,0,3,0,76,4.7,1,1,77,66,0,
8.3,2,3,2,88,4.7,1,1,70,85,1,
7.1,0,2,0,67,3.2,0,0,57,57,0,
6.5,1,2,1,60,3.5,0,0,60,65,0,
8.6,1,3,2,90,4.8,1,1,90,88,1,
7.6,2,2,0,72,4.3,0,1,77,67,1,
7.9,2,1,1,78,4.1,1,1,58,76,0,
7.7,1,3,0,82,4.2,1,1,90,88,1,
7.4,1,3,2,88,4.8,1,1,82,85,1,
6.5,1,3,1,68,4,1,1,86,71,0,
8.2,1,2,1,90,4.7,1,1,76,80,1,
7.6,1,2,2,70,4.8,0,1,73,84,1,
7.3,0,2,1,78,4.8,0,1,83,72,0,
8.1,2,3,2,90,4.4,1,1,70,88,0,
7.5,1,1,1,71,4.3,0,0,57,68,0,
7.4,1,3,0,81,4.7,1,1,76,84,1,
7.8,0,3,2,90,4.7,1,1,81,82,1,
8.2,2,3,2,90,4.8,1,1,88,82,1,
8.4,0,3,2,79,4.5,1,1,75,64,0,
8.2,2,3,2,90,4.7,1,1,85,80,1,
7.6,2,1,2,87,4.8,1,0,88,62,0,
8.6,1,1,1,88,4,0,1,80,66,1,
6.5,2,3,1,84,4.7,1,1,85,83,1,
6.7,0,3,2,90,4.8,0,0,55,63,0,
7.5,1,1,0,70,4.5,0,0,55,67,0,
7.5,1,2,0,60,4,0,1,56,71,0,
7.5,1,1,1,60,4.1,0,0,55,64,0,
8.7,2,3,2,90,4.8,1,1,77,86,1,
7.4,1,2,1,71,4.8,0,1,63,69,0,
7.8,0,1,1,77,4.1,1,1,55,70,0,
8.1,2,3,2,90,4.4,1,1,81,87,1,
7.3,1,1,0,81,4.4,0,0,55,65,0,
7.8,2,3,0,90,4.8,1,1,78,83,1,
8,0,0,2,76,4.8,1,0,62,64,1,
7.5,1,3,1,90,4.8,1,1,74,85,1,
7.8,1,2,0,81,3.9,0,0,63,71,0,
6.5,0,3,0,68,4.2,1,0,64,62,1,
7.9,0,1,0,66,4.1,0,0,72,84,0,
7.7,0,3,1,80,4.3,0,0,55,71,0,
8,1,3,0,87,4.3,1,1,79,67,0,
7.8,1,1,0,85,4.5,1,1,70,65,0,
8.5,2,3,2,90,4.8,1,1,80,84,1,
8.4,1,3,2,90,4.6,1,1,82,88,1,
7.4,2,1,1,81,4,1,0,76,66,1,
7,1,3,0,82,4.6,0,1,71,72,0,
7.6,1,2,1,85,4.6,0,0,90,79,0,
6.8,1,1,1,75,3.8,0,1,60,67,0,
7.5,0,2,1,63,3.5,0,1,75,66,0,
8.5,2,3,0,89,4.8,1,1,79,80,1,
6.9,1,2,1,70,4.4,1,1,55,66,0,
8.2,0,1,0,73,4.8,1,1,55,66,1,
6.5,0,3,2,85,4.7,1,0,65,81,1,
7.7,1,2,2,76,4.1,1,1,66,78,0,
7.7,1,1,1,78,4.2,1,1,66,67,0,
6.8,1,1,0,74,3.8,0,1,62,67,0,
8.3,1,3,0,78,4.7,1,1,76,82,0,
7.6,2,1,1,89,3.9,0,1,55,67,0,
7.4,0,3,0,78,4.4,1,1,70,81,1,
8.1,2,3,2,90,4.8,1,1,76,84,1,
7.7,0,1,1,67,4.2,1,0,64,64,0,
6.5,2,3,2,84,4,1,0,74,83,0,
8,2,3,2,90,4.8,1,1,75,88,1,
6.9,1,1,1,74,4.3,0,1,57,57,0,
8.5,2,2,0,79,4.8,1,0,55,64,0,
6.5,1,1,0,84,4.5,1,1,55,84,0,
7.7,1,1,0,73,3.9,0,1,59,67,1,
7.4,1,2,1,90,4.8,1,1,73,67,1,
6.7,1,1,1,68,4.3,0,0,55,60,0,
8.3,1,2,2,88,4.4,1,1,78,86,1,
7.6,0,1,1,70,4,0,0,69,69,0,
8.4,1,1,0,72,3.9,1,0,60,82,0,
7.1,1,2,1,73,4.3,0,1,59,69,0,
7.4,1,1,2,80,4.3,1,1,55,66,0,
7.5,1,2,1,90,4.3,1,1,59,84,1,
8.3,2,3,0,90,4.8,1,1,78,83,1,
8.3,2,3,2,85,4.7,1,1,76,87,1,
7.6,1,2,1,74,4.6,0,1,74,85,1,
7.5,1,2,0,80,3.6,0,0,57,69,0,
8.6,2,2,2,88,4.8,1,0,83,77,1,
6.6,1,2,1,81,3.4,1,1,81,85,1,
8.6,2,3,2,87,4.4,1,1,69,86,1,
7.4,1,1,1,69,3.8,0,1,55,64,1,
7.7,1,2,0,81,4.4,1,1,55,82,1,
7.5,1,1,0,79,4.5,0,0,56,74,0,
7.4,1,2,0,68,4.3,0,1,56,67,0,
8.5,1,1,2,83,4.3,1,1,89,86,1,
6.5,1,1,1,81,4.6,0,0,56,73,0,
7.9,1,1,1,66,4.5,0,0,74,69,0,
6.6,0,1,1,72,3.4,0,0,83,65,0,
8.3,2,3,2,90,4.8,1,0,69,80,1,
8.5,2,3,2,88,4.6,1,1,85,84,1,
7.4,1,2,1,79,4.7,1,1,59,67,0,
7.9,2,3,2,90,4.6,1,1,82,87,1,
8.3,1,3,0,84,4.6,1,1,72,83,0,
7.6,1,2,0,79,4.3,1,1,79,69,1,
7.6,0,1,2,74,4.6,1,1,76,67,1,
8.1,1,3,0,90,4.8,1,1,83,83,0,
6.5,1,1,1,71,4.2,0,0,58,71,0,
6.8,0,3,2,89,4.8,1,1,78,69,1,
7.3,1,1,0,84,4.3,0,0,61,74,0,
8.2,2,3,1,90,4.8,1,1,82,77,1,
7.6,0,3,2,85,3.8,1,0,79,83,0,
7.4,1,3,0,88,4.2,1,1,55,74,0,
6.5,0,1,0,77,4.1,0,0,55,67,0,
8.2,1,2,3,85,4.5,1,1,69,82,0,
8.4,0,3,2,87,4,1,0,79,80,1,
7.4,1,1,1,73,3.7,0,0,55,63,0,
7.3,1,1,0,90,4.6,1,0,76,62,0,
8.4,1,2,1,85,4.8,1,1,55,66,1,
7.8,0,3,2,90,4.8,1,1,64,88,0,
8.5,0,3,1,83,4,1,1,59,82,0,
8.1,2,3,2,90,4.8,1,1,79,83,1,
8.7,2,3,2,87,4.8,1,1,55,84,1,
6.9,0,1,0,79,3.6,0,0,61,67,0,
8.3,2,3,2,90,4.8,1,1,71,84,1,
7.6,1,1,0,76,4,0,1,75,70,1,
7.3,1,1,1,88,4.1,0,0,55,68,0,
7.3,1,1,0,71,4.6,1,1,75,67,0,
8.8,1,3,2,83,4.8,1,1,72,84,1,
6.7,1,1,0,82,3.9,0,1,66,66,1,
8.3,2,3,2,90,4.6,1,1,80,83,1,
8.2,1,3,2,85,4.8,1,1,55,82,0,
7.6,1,3,1,68,4.6,1,1,72,83,1,
7.3,1,1,0,72,3.9,1,0,70,59,0,
8,2,3,2,83,4.8,1,1,75,84,1,
7.6,1,3,0,69,4.3,0,1,73,72,1,
8.2,2,1,2,71,4.2,1,1,85,85,0,
8.1,2,2,0,71,4.4,1,1,78,83,1,
7.1,0,2,2,76,4.2,0,0,63,64,0,
8.6,1,2,0,82,3.7,1,1,77,65,1,
7,1,2,0,67,4.3,0,1,69,69,0,
8.7,0,1,2,82,4.5,1,1,73,86,1,
8.1,1,2,1,84,4.3,1,1,77,83,0,
7.5,1,2,0,87,4.6,1,1,83,81,1,
8.3,1,2,1,73,3.9,0,1,61,79,0,
6.5,2,3,2,74,4.2,0,0,90,67,0,
8.5,2,2,2,84,4.5,1,1,81,84,1,
7.5,0,2,1,62,4.5,0,0,55,65,0,
8.2,1,3,2,83,4.7,1,1,75,68,1,
8.3,1,3,0,90,4.7,1,1,86,78,1,
7.2,1,2,0,81,4.3,1,1,83,63,0,
7.1,2,3,2,90,4.4,1,1,77,87,1,
7.6,1,2,0,70,3.4,0,1,55,74,0,
7.7,1,2,1,74,4.1,0,1,67,64,0,
8.7,2,3,3,81,4.2,1,1,87,84,1,
6.7,0,1,1,69,4.4,0,0,76,68,0,
7.9,1,3,0,79,3.7,0,1,67,83,0,
8.4,2,1,1,87,4.8,0,1,75,78,0,
6.9,0,1,0,67,3.9,1,0,67,65,0,
7.7,1,2,0,78,3.6,0,1,64,81,0,
8.4,2,3,2,90,4.7,1,1,76,84,1,
7.8,0,1,0,78,4,1,0,64,69,0,
8.1,2,3,0,81,4.8,1,1,72,88,0,
8.5,1,1,2,82,3.4,1,0,76,85,0,
7.7,2,3,2,78,4.8,1,0,82,69,0,
8.4,1,3,1,79,4.1,0,1,83,87,1,
8.4,2,3,2,84,4.5,1,1,78,78,1,
6.5,1,2,1,70,3.8,0,0,61,70,0,
7.5,1,1,0,81,4.6,1,1,60,67,0,
7.4,1,1,1,75,4.2,0,1,65,65,0,
8.7,1,3,2,90,4.8,1,1,70,88,1,
6.7,1,1,1,66,3.4,0,1,59,68,0,
8.5,2,3,2,88,4.3,0,1,67,88,0,
6.9,1,1,1,74,4.4,0,0,86,63,0,
8.1,2,3,2,87,4.4,1,1,86,83,1,
8.3,2,2,0,90,4.6,1,1,81,81,1,
8.1,1,3,2,90,4.6,1,1,79,88,1,
7.6,1,2,0,86,4,1,1,62,70,0,
7.9,1,2,2,90,4.3,1,1,74,88,1,
6.5,1,3,2,75,4.7,1,0,78,62,0,
7.8,0,3,0,76,3.7,1,1,85,79,1,
6.8,1,2,0,67,4.8,0,0,55,73,0,
8.3,0,1,2,84,4.7,1,1,65,64,1,
8.7,1,3,2,90,4.7,1,1,74,86,1,
7.4,0,2,0,71,4,0,1,55,73,1,
7.9,0,2,0,69,4.2,0,0,61,66,0,
8.1,2,3,2,90,4.8,1,1,80,83,1,
7.9,2,3,2,90,4.8,1,1,82,84,1,
6.5,1,1,1,82,3.4,0,0,55,72,0,
6.7,1,1,1,65,4,0,1,64,61,0,
8.2,0,1,0,71,4.8,0,0,62,68,0,
8.1,2,3,2,87,4.6,1,1,85,80,1,
7,1,1,1,70,4.8,0,0,61,63,0,
7,1,1,1,65,3,0,0,55,62,0,
7.7,1,2,0,78,3.6,1,1,55,71,1,
6.5,2,1,0,79,3.6,0,0,63,65,0,
8,1,2,0,81,4.2,1,1,66,72,0,
7.9,2,3,2,80,4.3,1,1,78,65,1,
8.3,1,3,2,86,4.8,1,1,66,88,1,
6.7,1,1,0,78,3.1,0,1,74,58,0,
8.4,1,1,2,81,3.9,1,1,64,84,1,
8.2,2,2,1,74,4.5,0,1,65,84,0,
7.9,1,1,1,65,4.3,0,0,57,80,0,
8.3,1,1,2,81,4.6,1,0,59,85,0,
8.6,2,2,2,84,4,1,1,72,84,0,
7.5,1,1,0,72,4.1,0,1,55,63,0,
8.1,1,2,3,86,4.5,1,1,88,70,1,
8.2,2,3,1,79,4.8,1,1,79,86,1,
8.4,2,1,2,77,4.5,1,1,71,72,0,
6.9,1,2,1,73,4.5,0,0,60,65,0,
6.8,1,1,0,67,4.3,1,0,84,61,0,
7.8,1,2,3,87,4.4,1,1,75,84,0,
8.1,1,3,1,89,4.7,1,1,78,85,1,
7.7,0,1,1,76,3.9,0,0,58,66,0,
7.6,0,1,0,66,3.5,0,0,55,67,0,
8.6,1,2,0,74,4.4,0,0,55,66,1,
7.5,1,1,0,79,3.7,0,0,55,58,0,
8.3,0,1,1,72,3.5,0,0,60,71,0,
7.7,1,1,0,70,3.9,0,1,55,67,0,
7.6,1,1,0,70,3.5,0,0,63,62,0,
7.5,1,3,0,80,4,1,1,60,62,0,
8.1,2,3,2,90,4.8,1,1,86,85,1,
7.8,1,3,2,81,4.2,1,1,70,65,1,
8.4,1,3,1,79,4.4,1,1,78,82,1,
8,2,3,2,90,4.8,1,1,87,88,1,
8.1,2,3,2,90,4.8,1,1,70,81,1,
7.6,2,3,2,84,4.6,1,1,72,85,1,
6.8,0,3,1,82,4.2,1,1,74,72,0,
7.3,1,2,2,73,4.7,1,1,75,72,0,
6.6,0,1,1,63,3.8,0,0,61,68,0,
6.6,1,1,0,72,3.9,0,1,60,69,0,
8.4,1,2,0,71,4.5,1,1,68,81,1,
8.1,0,3,2,90,4.2,1,1,69,88,1,
8.1,2,3,2,90,4.8,1,1,84,86,1,
7.5,2,2,0,79,4.5,1,1,82,82,1,
7.7,1,3,0,79,4.8,0,1,75,69,0,
8.4,0,1,0,90,4.6,1,1,84,78,1,
7.5,0,2,0,82,4.8,1,1,68,64,1,
7.8,0,1,1,69,4.2,0,0,57,71,0,
8.4,2,3,1,89,4.6,1,1,74,70,0,
6.6,1,1,1,69,4.6,0,0,55,79,0,
8.3,2,3,1,86,4.7,0,0,81,84,0,
7.4,1,1,1,67,4.5,0,0,55,67,0,
8.2,1,3,2,87,4.7,1,1,73,86,1,
6.5,1,1,1,78,4,0,0,65,65,0,
7.6,1,2,1,82,4.7,0,1,64,65,0,
8.3,1,3,3,86,4.8,1,1,81,86,1,
6.5,0,1,0,72,3.6,0,0,60,59,0,
6.5,1,1,0,76,3.9,0,1,57,76,0,
6.5,1,2,0,77,4.6,0,1,64,70,0,
8.4,1,3,2,68,3.6,1,1,72,61,1,
8.6,1,3,0,81,4.8,1,1,79,71,1,
8.3,1,3,2,82,4.6,1,0,80,81,0,
8.4,1,2,2,75,4.1,1,1,55,73,0,
7.6,0,1,0,65,4.1,0,0,55,68,0,
8.3,2,3,2,90,4.8,1,1,77,85,1,
7.7,0,1,2,76,4.6,0,1,84,63,0,
6.5,0,1,1,71,4.4,1,1,55,75,0,
7.6,1,1,0,70,4,0,1,55,57,0,
7.7,1,1,0,79,3.9,0,1,55,72,0,
8.2,1,3,2,71,4.8,1,1,73,70,0,
7.6,1,2,1,89,4.5,0,0,60,64,0,
7.3,1,3,2,83,4.7,1,1,70,84,1,
8.3,2,2,1,81,4.3,1,1,73,72,0,
8.4,1,3,2,90,4.7,1,1,79,88,1,
7.5,1,1,1,80,3.8,0,0,58,67,0,
7.7,1,2,0,78,4.4,1,1,80,83,0,
7.6,1,1,0,79,3.9,0,0,57,62,0,
7.1,1,2,0,70,4,0,0,57,72,0,
7.9,1,1,1,86,4.3,0,1,55,70,0,
6.6,0,1,1,72,4.1,0,1,64,70,0,
8.2,2,2,1,90,4.8,0,1,72,62,1,
7.4,1,2,2,85,3.5,1,1,57,68,1,
8.4,1,3,2,78,4.8,1,0,85,81,0,
6.8,0,3,2,76,3.9,1,1,85,73,0,
7.7,1,2,2,90,4.8,0,0,62,86,0,
7.9,1,2,1,82,4.5,1,1,67,63,0,
8.1,1,3,1,88,4.4,0,1,77,87,1,
8.4,2,3,2,90,4.5,1,1,85,86,1,
7.3,0,2,1,74,3.7,0,0,58,68,0,
8.2,2,3,2,87,4.8,1,1,75,72,1,
7.6,1,1,1,68,4.2,0,0,56,67,0,
6.7,1,3,1,88,4.3,1,0,87,67,0,
7.1,0,2,0,80,3.8,0,1,57,70,0,
8.3,1,3,3,90,4.8,1,1,80,81,1,
7.4,0,1,1,69,3.5,0,0,69,63,0,
8.6,0,3,2,88,4.8,1,1,85,83,1,
6.7,1,2,1,60,4.1,0,0,55,70,0,
8,1,2,0,87,4.4,1,1,87,82,1,
6.5,1,1,1,67,4.3,0,0,55,67,0,
7.1,0,1,1,71,4,0,1,56,64,0,
6.7,0,1,0,83,4.4,0,0,62,68,0,
6.5,0,1,1,63,3.7,0,0,58,66,0,
7.7,1,1,2,85,4.7,1,1,80,82,0,
6.5,1,2,0,69,3.4,0,0,56,71,0,
6.5,1,2,0,67,4.4,0,0,72,68,0,
7.7,0,1,1,65,4,0,0,57,66,0,
8,2,3,2,90,4.7,1,1,70,87,1,
6.5,1,1,0,70,4.8,1,1,79,62,1,
7.1,1,1,1,72,4.3,0,1,55,65,0,
7.4,0,2,0,88,3.6,0,0,75,68,0,
8,1,1,2,85,4.5,1,1,63,69,1,
6.5,1,1,1,75,3.9,0,0,58,66,0,
7.5,2,1,2,79,3.9,1,1,68,82,0,
8.9,1,2,0,77,4.5,1,1,71,86,0,
8.3,2,1,0,86,4.8,1,0,74,86,0,
8.4,1,3,2,90,4.8,1,1,70,84,0,
6.6,0,2,1,70,3.2,0,1,62,58,0,
6.6,1,1,1,75,3.6,0,0,61,72,1,
8.1,2,3,1,75,3.7,1,1,86,66,1,
6.5,2,3,2,81,3.5,1,0,82,68,1,
7.6,0,1,1,85,4.1,0,1,56,68,1,
6.5,1,2,0,79,4.6,1,0,71,75,1,
6.5,0,3,2,90,4.8,1,1,82,86,1,
8.6,2,3,2,90,4.8,1,1,79,82,1,
6.5,1,2,0,84,4.3,0,1,80,69,0,
8,1,1,0,84,3.9,1,0,55,66,0,
7.6,0,1,1,84,4.3,0,0,55,68,0,
7.4,0,1,1,65,4.7,0,0,55,58,0,
8.4,2,3,0,75,4.8,0,0,64,81,1,
8.4,1,3,0,77,4.7,1,1,79,84,1,
7.5,1,2,1,69,3.8,0,1,57,69,0,
6.5,1,1,0,75,4.7,0,1,56,69,1,
8.2,2,3,1,70,3.8,0,0,73,65,0,
7.4,1,2,1,67,4.2,0,1,58,64,0,
8.4,1,3,2,88,4.8,1,1,80,85,1,
7.2,1,1,1,69,4.3,0,0,58,62,0,
7.5,1,1,0,74,4.2,0,0,62,68,0,
6.5,1,2,0,71,4.3,0,1,55,70,0,
8.6,2,3,2,90,4.8,1,1,84,85,1,
6.5,1,1,2,71,4.1,1,1,64,85,0,
7.7,1,1,1,71,4.3,1,0,57,71,0,
8.7,1,3,2,90,4.8,1,1,76,85,1,
6.5,0,1,0,65,3.5,0,1,55,71,0,
8.1,1,3,1,90,4.8,1,1,74,80,1,
7.6,1,2,1,68,4.5,0,1,80,66,0,
8.7,2,3,1,77,4.3,1,1,72,67,0,
7.7,0,1,1,71,4,0,0,55,62,0,
8.7,1,3,2,88,4.8,1,1,83,86,1,
7.1,1,2,0,77,3.7,1,1,71,69,1,
6.6,1,2,1,74,3.7,0,0,55,66,0,
6.5,0,2,0,78,4.5,0,1,55,68,1,
7.6,1,2,0,60,3.9,0,0,55,63,0,
7.4,1,1,1,81,3.8,0,1,55,84,0,
8,1,1,0,83,4.7,0,1,60,87,1,
7.6,1,3,1,83,4.8,0,0,82,68,1,
8.3,2,3,2,90,4.7,1,1,76,88,1,
7,0,1,0,82,4.4,1,0,55,73,0,
7.9,1,1,2,74,4.8,1,0,80,79,0,
6.5,0,3,1,67,3.5,1,1,86,72,1,
7.6,1,1,0,74,4,0,1,60,68,0,
7.4,1,1,1,68,4.7,0,1,55,66,0,
7.1,1,2,0,84,4.6,0,1,71,61,1,
6.5,1,1,0,68,4.1,0,1,55,64,0,
8.5,1,3,1,77,4.7,1,1,65,85,0,
8.4,0,3,2,89,4.1,1,1,70,84,1,
8.6,2,3,3,87,4.7,1,1,70,86,1,
8,1,2,1,81,4.4,1,1,83,84,1,
8,1,1,1,77,3.7,1,1,73,69,0,
8.5,2,2,0,86,4.3,1,1,80,86,1,
8.2,0,3,0,71,4.7,1,1,76,88,1,
7.6,0,1,1,81,4.3,1,0,74,67,0,
8.3,2,3,0,79,4.5,1,0,59,85,0,
6.8,1,2,2,82,3.9,1,1,61,66,1,
7.8,2,3,1,86,4.4,1,1,76,80,0,
8.6,1,3,1,87,4.6,1,1,77,74,1,
7.8,2,3,0,82,4.3,1,1,72,88,1,
8.2,1,3,2,75,4.5,1,1,80,63,0,
8.3,0,3,2,84,4.3,0,0,81,82,0,
7.6,1,3,0,80,4.3,1,1,84,67,0,
7.6,1,1,0,81,4.5,0,0,62,67,0,
6.5,1,1,0,78,3.5,0,1,58,73,0,
6.5,1,1,1,64,4,0,1,55,66,0,
7.5,2,2,0,89,4.8,1,1,72,79,1,
7.4,2,1,0,77,4.3,0,0,66,74,1,
7.8,0,3,0,69,4.2,1,1,73,71,1,
7.7,1,2,1,66,3.4,0,1,60,80,0,
7.7,2,1,1,90,4.5,1,1,56,73,1,
8.2,1,1,0,76,4.7,1,1,75,84,0,
7.2,1,1,0,78,4.2,0,0,65,74,0,
7.5,0,1,2,89,4,0,1,66,63,0,
7.5,0,1,0,66,3.5,0,0,60,73,0,
7.3,0,1,1,74,4.1,0,0,64,72,0,
7.1,1,2,0,85,4.2,1,1,73,84,1,
8,2,3,3,80,4.8,1,1,78,86,0,
7.7,0,1,0,69,3.9,0,1,56,62,0,
7.5,2,3,1,86,4.4,1,1,71,80,1,
7.7,0,1,0,76,3.4,0,0,55,65,0,
7.5,1,1,0,70,4.3,0,1,55,71,0,
7.9,1,3,2,81,4.8,0,1,74,80,1,
6.6,1,1,1,70,4.6,0,1,55,66,1,
6.5,0,1,0,75,4.1,0,1,83,67,0,
8.4,2,3,3,87,4.8,0,1,72,70,1,
8.4,2,3,2,90,4.8,1,1,71,87,0,
7.3,1,1,0,65,4,0,1,63,70,0,
7.6,1,2,0,66,3.8,1,0,55,68,0,
8.2,1,3,2,90,4.6,1,1,86,85,1,
8.3,1,3,0,75,3.9,1,1,76,81,1,
6.5,2,3,0,82,4.3,0,1,56,70,0,
8.3,1,2,2,71,4.5,1,1,56,67,1,
7.2,0,2,2,90,4.8,1,1,82,75,1,
7.7,0,1,0,67,3.5,0,0,55,61,0,
7.8,0,2,1,66,3.6,0,1,85,66,0,
8.4,2,3,2,90,4.8,0,1,70,85,1,
8.1,1,2,0,88,4.6,1,1,82,86,1,
8,0,3,0,88,4.6,1,1,84,70,1,
8.3,1,1,1,64,4.1,0,0,55,71,0,
6.7,1,2,1,78,4.4,0,0,60,88,0,
6.6,1,2,0,71,3.8,1,1,56,86,0,
7.6,0,1,1,65,4.1,0,0,55,62,0,
7.5,1,1,0,70,3.9,0,0,56,75,0,
6.5,1,1,0,82,3.9,0,1,55,60,0,
8.3,1,2,2,82,4.6,1,1,83,87,1,
6.5,0,2,1,69,4.7,1,1,72,72,0,
7.9,2,3,2,87,4.5,0,1,74,67,0,
6.6,1,3,0,81,4.4,0,1,76,65,0,
8.1,2,3,2,90,4.7,1,1,78,82,1,
7.3,1,1,1,83,3.9,1,0,67,70,0,
6.6,0,1,1,67,4.5,0,0,65,71,0,
7.6,1,1,0,81,3.8,0,1,59,60,0,
6.5,1,1,1,62,3.4,0,1,69,70,0,
7.5,0,1,0,71,4.1,0,0,60,72,0,
7.4,1,1,1,63,4.2,0,1,55,68,0,
6.5,1,2,0,66,4,0,0,57,71,0,
7.6,1,2,0,73,4,1,1,75,64,0,
6.8,1,1,1,78,4.1,0,0,73,72,0,
8.8,2,3,2,90,4.8,1,1,80,80,1,
6.7,1,2,0,77,4.4,0,1,58,65,0,
7.3,1,1,2,66,4.6,0,1,55,70,1,
7.6,1,2,1,81,4,0,1,55,61,0,
7.7,1,2,1,69,4.1,0,1,78,63,0,
8,2,2,2,83,4.5,1,1,72,88,0,
7.9,0,1,2,86,4.3,0,1,61,63,1,
8.4,1,3,0,73,4.6,1,1,86,83,0,
7.5,1,1,0,69,4.3,0,0,62,62,0,
6.6,1,2,0,88,4,0,0,78,67,0,
8.3,2,3,2,90,4.8,1,1,80,88,1,
7.4,2,3,2,71,4.8,1,1,85,75,1,
6.8,1,2,0,79,3.4,0,1,76,63,0,
8.4,1,3,2,90,4.8,1,1,80,78,1,
8.3,1,1,2,88,4.1,1,0,70,80,1,
7.9,2,1,2,89,4.8,1,0,78,77,0,
7.5,1,1,0,66,3.8,0,0,58,63,0,
8.2,2,1,1,69,4.5,1,0,83,79,0,
6.9,1,2,0,85,4.8,1,1,73,87,1,
6.7,0,1,0,71,4.3,0,0,67,60,0,
7.6,0,3,2,85,3.7,1,1,80,83,0,
7.9,1,2,2,76,4.5,1,1,55,58,0,
7.8,1,1,2,82,4.3,1,1,59,65,1,
8.1,2,3,2,78,4.5,0,1,57,68,1,
8.6,2,3,0,89,4.8,1,1,83,85,1,
7.7,1,2,1,76,4.7,1,1,73,88,0,
8.2,2,3,2,90,4.8,1,1,87,88,1,
8,1,2,2,89,4.5,1,1,81,81,1,
7.4,1,2,0,78,4.6,0,0,78,65,0,
7.6,1,2,0,60,4.1,0,1,57,65,0,
7.8,0,2,0,70,4.3,0,0,55,68,0,
7.6,1,2,1,78,4.3,0,1,60,71,0,
8.1,2,2,1,88,4.8,1,1,88,67,0,
8.1,0,1,0,85,4.5,1,1,79,82,1,
8.6,1,1,2,75,4.5,1,1,68,82,0,
7.8,1,2,2,76,4,0,1,73,58,0,
8.3,0,3,2,75,3.8,1,1,83,85,1,
7.3,1,1,1,76,4.1,0,1,80,68,0,
7.1,0,1,0,68,3.6,0,1,73,72,1,
8.2,2,3,2,90,4.6,1,0,72,85,0,
7.5,1,1,0,81,4.5,0,1,58,76,1,
8.4,1,1,1,70,4.8,1,0,67,84,0,
6.8,1,2,1,81,4,1,1,56,82,0,
8.7,2,3,2,90,4.8,1,1,76,85,1,
8,2,2,2,83,3.3,1,1,65,69,0,
8.6,1,3,1,83,4.7,1,1,81,87,1,
8.1,2,3,3,76,4.5,1,1,69,67,0,
6.5,1,1,0,70,4.2,0,0,55,59,0,
8.4,0,3,0,84,4.8,1,1,77,84,1,
8.3,0,3,2,78,4.3,1,0,77,87,0,
7.8,2,2,2,81,4.8,1,1,74,88,1,
7.5,1,2,1,79,4.6,0,1,65,71,0,
8.3,2,3,2,90,4.8,1,1,81,87,1,
7.4,1,1,0,64,4.7,1,1,55,72,0,
8.1,1,1,1,72,4.6,1,0,61,63,0,
7.9,2,3,2,85,4.7,1,1,85,84,1,
7.8,1,3,2,87,4.3,1,1,73,72,1,
7,1,1,2,81,4.8,1,0,72,82,0,
8.3,1,1,0,80,4.4,0,0,71,62,0,
6.9,1,1,0,70,4.6,1,1,65,82,1,
8.2,1,2,0,83,4.8,1,0,65,71,1,
7.9,1,1,0,81,4.6,1,0,61,68,1,
7.8,2,3,1,73,4.3,1,1,82,82,1,
7.7,1,2,1,85,4.6,1,1,76,83,1,
